PIN,Property Address,Most Recent Date Sale,Deed No.,Most Recent Sale Price,Pure Market Indicator,Estimate (Land),Estimate (Building),First Pass Value 1,First Pass Value 2,Land Value,Improvement Value,First Pass Value 3,First Pass Value 4,First Pass Value 5,First Pass Value 6,First Pass Value 7
12022260290000,1516 S WASHINGTON AVE PARK RIDGE,,,,0,59500,232410,415040,352784,15980,336804,352784,352784,352784,352784,358676
12022260300000,1520 S WASHINGTON AVE PARK RIDGE,,,,0,59500,217010,438923,449896,15980,433916,449896,449896,449896,449896,365266
12022260310000,1524 S WASHINGTON AVE PARK RIDGE,,,,0,59500,283730,412292,412292,15980,396312,412292,412292,412292,412292,430088
12022260320000,1528 S WASHINGTON AVE PARK RIDGE,,,,0,59500,287670,442531,453594,15980,437614,453594,453594,453594,453594,477015
12022260330000,1532 S WASHINGTON AVE PARK RIDGE,,,,0,59500,249330,423809,360238,15980,344258,360238,360238,360238,360238,371412
12022260340000,1536 S WASHINGTON AVE PARK RIDGE,,,,0,59500,217530,407052,345994,15980,330014,345994,345994,345994,345994,349331
12022260350000,1600 S WASHINGTON AVE PARK RIDGE,,,,0,59500,211200,436360,370906,15980,354926,370906,370906,370906,370906,382391
12022260360000,1604 S WASHINGTON AVE PARK RIDGE,,,,0,65740,213900,404183,343555,17658,325898,343555,343555,343555,343555,354566
12022270010000,1621 S CUMBERLAND AVE PARK RIDGE,,,,0,35430,140000,459760,402290,9518,392773,402290,402290,402290,402290,405857
12022270020000,1621 S CUMBERLAND AVE PARK RIDGE,,,,0,39370,140000,461681,403971,10575,393396,403971,403971,403971,403971,
12022270040000,1631 S CUMBERLAND AVE PARK RIDGE,,,,0,39370,139190,429005,418280,10575,407705,418280,418280,418280,418280,
12022270050000,1631 S CUMBERLAND AVE PARK RIDGE,,,,0,39370,139410,429005,418280,10575,407705,418280,418280,418280,418280,426316
12022270330000,1703 S CUMBERLAND AVE PARK RIDGE,,,,0,65620,262440,439669,428678,17625,411053,428678,428678,428678,428678,412834
12022270360000,1721 S CUMBERLAND AVE PARK RIDGE,,,,0,65620,185070,352981,238262,17625,220637,238262,238262,238262,238262,247616
12022270380000,822  PETERSON AVE PARK RIDGE,,,,0,68250,204140,403078,342616,18330,324286,342616,342616,342616,342616,337152
12022270390000,1635 S CUMBERLAND AVE PARK RIDGE,06/05/2017,01715639097,285000,1,105000,167520,422239,358903,28200,330703,358903,358903,358903,358903,365755
12022270400000,1709 S CUMBERLAND AVE PARK RIDGE,01/22/2018,01802255111,232000,1,65620,241450,420815,357693,17625,340068,357693,357693,357693,357693,376498
12022270410000,1711 S CUMBERLAND AVE PARK RIDGE,,,,0,65620,274930,444303,388765,17625,371140,388765,388765,388765,388765,402745
12022270420000,1717 S CUMBERLAND AVE PARK RIDGE,,,,0,65440,514380,625276,781595,17576,764019,781595,781595,781595,781595,805481
12022270430000,0  UNKNOWN  UNKNOWN,,,,0,91150,225120,425350,361547,24482,337065,361547,361547,361547,361547,339557
12022280160000,1632 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,292330,426180,415526,14688,400838,415526,415526,415526,415526,413584
12022280170000,1700 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,200530,378212,321480,14688,306793,321480,321480,321480,321480,315841
12024010340000,1912 S FAIRVIEW AVE PARK RIDGE,,,,0,50310,146780,357806,241519,13512,228007,241519,241519,241519,241519,215363
12022280180000,1708 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,329730,467423,502480,14688,487793,502480,502480,502480,502480,524004
12022280190000,1712 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,328950,401803,341532,14688,326845,341532,341532,341532,341532,392755
12022300010000,1621 S PROSPECT AVE PARK RIDGE,,,,0,51400,194650,404860,344131,13806,330325,344131,344131,344131,344131,303604
12022280200000,1716 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,201790,385395,327586,14688,312898,327586,327586,327586,327586,312772
12022280210000,1720 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,252200,430230,440986,14688,426299,440986,440986,440986,440986,404330
12022280220000,1722 S FAIRVIEW AVE PARK RIDGE,04/13/2018,01810306038,660000,1,54680,438600,452558,565698,14688,551010,565698,565698,565698,565698,595731
12022280230000,1724 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,466990,605613,757016,14688,742328,757016,757016,757016,757016,731298
12022280240000,730  PETERSON AVE PARK RIDGE,,,,0,56870,263360,409721,358506,15275,343231,358506,358506,358506,358506,352187
12022280270000,1620 S FAIRVIEW AVE PARK RIDGE,,,,0,51400,458150,547966,684957,13806,671151,684957,684957,684957,684957,643522
12123071730000,7916 W LAWRENCE AVE NORRIDGE,,,,0,3050,0,329973,305225,773,0,305225,305225,10000,10000,
12022280280000,1624 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,544530,629417,786771,14688,772083,786771,786771,786771,786771,765738
12022280290000,1628 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,581790,619173,773966,14688,759279,773966,773966,773966,773966,752868
12022280320000,1628 S FAIRVIEW AVE PARK RIDGE,,,,0,7000,0,362170,362170,1880,0,362170,362170,10000,10000,
12022290010000,1621 S FAIRVIEW AVE PARK RIDGE,,,,0,51400,318750,446498,435336,13806,421529,435336,435336,435336,435336,457834
12022290020000,1625 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,243870,416621,354128,14688,339441,354128,354128,354128,354128,381524
12022290030000,1629 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,300180,520995,534020,14688,519333,534020,534020,534020,534020,503946
12022290040000,1633 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,193540,378212,321480,14688,306793,321480,321480,321480,321480,305251
12022290050000,1701 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,480910,579099,723874,14688,709186,723874,723874,723874,723874,675156
12022290060000,1705 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,248400,387786,378092,14688,363404,378092,378092,378092,378092,354696
12022290070000,1709 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,259060,412370,402061,14688,387374,402061,402061,402061,402061,386609
12022290080000,1713 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,396810,487888,609860,14688,595173,609860,609860,609860,609860,537394
12022290090000,1719 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,198120,389764,331299,14688,316612,331299,331299,331299,331299,324253
12022290100000,1723 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,153570,379272,322381,14688,307694,322381,322381,322381,322381,255814
12022290110000,1725 S FAIRVIEW AVE PARK RIDGE,,,,0,54680,150390,370042,314536,14688,299849,314536,314536,314536,314536,264553
12022290120000,714  PETERSON AVE PARK RIDGE,,,,0,56870,231930,419086,356223,15275,340948,356223,356223,356223,356223,376325
12022290130000,1622 S PROSPECT AVE PARK RIDGE,05/30/2017,01715017051,325000,1,51400,312810,455341,489491,13806,475685,489491,489491,489491,489491,415467
12022290140000,1624 S PROSPECT AVE PARK RIDGE,,,,0,54680,334460,448212,437006,14688,422319,437006,437006,437006,437006,425918
12022290150000,1628 S PROSPECT AVE PARK RIDGE,06/14/2018,01816518140,410000,1,54680,287640,412902,412902,14688,398215,412902,412902,412902,412902,413129
12022290160000,1632 S PROSPECT AVE PARK RIDGE,,,,0,54680,236320,422680,359278,14688,344591,359278,359278,359278,359278,366786
12022290170000,1700 S PROSPECT AVE PARK RIDGE,,,,0,54680,478860,558816,698521,14688,683833,698521,698521,698521,698521,645218
12022290180000,1704 S PROSPECT AVE PARK RIDGE,09/07/2017,01725008035,435000,1,54680,366240,458597,492992,14688,478304,492992,492992,492992,492992,480873
12022290190000,1708 S PROSPECT AVE PARK RIDGE,,,,0,54680,164730,382606,325215,14688,310528,325215,325215,325215,325215,280648
12022290200000,1712 S PROSPECT AVE PARK RIDGE,,,,0,54680,233930,424181,360554,14688,345866,360554,360554,360554,360554,374978
12022290210000,1716 S PROSPECT AVE PARK RIDGE,,,,0,54680,253600,420089,409587,14688,394899,409587,409587,409587,409587,357821
12022290220000,1720 S PROSPECT AVE PARK RIDGE,,,,0,54680,426210,525807,565242,14688,550555,565242,565242,565242,565242,543132
12022290230000,1724 S PROSPECT AVE PARK RIDGE,,,,0,54680,527480,581304,726630,14688,711942,726630,726630,726630,726630,731246
12022290240000,700  PETERSON AVE PARK RIDGE,,,,0,56870,205480,416413,364361,15275,349086,364361,364361,364361,364361,361894
12022300020000,1623 S PROSPECT AVE PARK RIDGE,,,,0,54680,281780,422930,412357,14688,397670,412357,412357,412357,412357,437170
12022300030000,1629 S PROSPECT AVE PARK RIDGE,,,,0,54680,535550,633005,791257,14688,776569,791257,791257,791257,791257,765576
12022300040000,1633 S PROSPECT AVE PARK RIDGE,,,,0,54680,397440,491909,528803,14688,514115,528803,528803,528803,528803,526336
12022300050000,1701 S PROSPECT AVE PARK RIDGE,,,,0,58180,321370,442783,431714,15628,416086,431714,431714,431714,431714,429764
12022300060000,1705 S PROSPECT AVE PARK RIDGE,,,,0,58180,162140,385396,327587,15628,311959,327587,327587,327587,327587,281434
12114030200000,8025 W CHARMAINE RD NORRIDGE,,,,0,110950,189070,368654,322572,28030,294542,322572,322572,322572,322572,384644
12022300070000,1709 S PROSPECT AVE PARK RIDGE,,,,0,58180,253140,397572,387633,15628,372005,387633,387633,387633,387633,377885
12022300080000,1713 S PROSPECT AVE PARK RIDGE,,,,0,58180,164200,385396,327587,15628,311959,327587,327587,327587,327587,291146
12022300090000,1717 S PROSPECT AVE PARK RIDGE,06/22/2017,01717349010,260300,1,58180,187680,369420,249358,15628,233731,249358,249358,249358,249358,258137
12022300100000,1721 S PROSPECT AVE PARK RIDGE,,,,0,58180,181070,375390,319082,15628,303454,319082,319082,319082,319082,295042
12022300110000,1727 S PROSPECT AVE PARK RIDGE,,,,0,58180,268980,432649,378568,15628,362940,378568,378568,378568,378568,393059
12022300120000,620  PETERSON AVE PARK RIDGE,,,,0,60510,232220,412486,360926,16253,344673,360926,360926,360926,360926,349351
12022300130000,1620  COURTLAND AVE PARK RIDGE,,,,0,51400,195190,411240,349554,13806,335748,349554,349554,349554,349554,319958
12022300140000,1624  COURTLAND AVE PARK RIDGE,,,,0,54680,234900,412524,350646,14688,335958,350646,350646,350646,350646,366109
12022300150000,1628  COURTLAND AVE PARK RIDGE,,,,0,54680,439970,477451,596814,14688,582127,596814,596814,596814,596814,529987
12022300160000,1632  COURTLAND AVE PARK RIDGE,,,,0,54680,211160,396165,336740,14688,322053,336740,336740,336740,336740,336907
12022300170000,1700  COURTLAND AVE PARK RIDGE,,,,0,58180,308630,439191,428212,15628,412584,428212,428212,428212,428212,430354
12022300180000,1704  COURTLAND AVE PARK RIDGE,,,,0,58180,404080,513198,551688,15628,536060,551688,551688,551688,551688,524420
12022300190000,1708  COURTLAND AVE PARK RIDGE,04/25/2018,01811529011,725000,1,58180,372650,541635,582258,15628,566631,582258,582258,582258,582258,695396
12022300200000,1714  COURTLAND AVE PARK RIDGE,,,,0,58180,260990,436306,425399,15628,409771,425399,425399,425399,425399,429145
12022300210000,1716  COURTLAND AVE PARK RIDGE,,,,0,58180,206720,432680,367778,15628,352150,367778,367778,367778,367778,345517
12022300220000,1720  COURTLAND AVE PARK RIDGE,,,,0,58180,557380,638591,798239,15628,782611,798239,798239,798239,798239,828677
12022300240000,600  PETERSON AVE PARK RIDGE,,,,0,60510,217490,407124,346056,16253,329803,346056,346056,346056,346056,362444
12022310010000,1621  COURTLAND AVE PARK RIDGE,,,,0,51400,333520,469582,504801,13806,490995,504801,504801,504801,504801,462496
12022310020000,1625  COURTLAND AVE PARK RIDGE,,,,0,54680,381710,523754,563035,14688,548348,563035,563035,563035,563035,525495
12022310030000,1629  COURTLAND AVE PARK RIDGE,,,,0,58180,292770,449134,437905,15628,422278,437905,437905,437905,437905,438012
12022310040000,1633  COURTLAND AVE PARK RIDGE,,,,0,58180,307810,495053,532181,15628,516554,532181,532181,532181,532181,484136
12022310050000,1701  COURTLAND AVE PARK RIDGE,02/16/2018,01804747006,1,0,58180,329940,465868,500808,15628,485181,500808,500808,500808,500808,473995
12022310060000,1705  COURTLAND AVE PARK RIDGE,,,,0,58180,314220,449580,483299,15628,467671,483299,483299,483299,483299,390012
12022310070000,1709  COURTLAND AVE PARK RIDGE,,,,0,58180,282480,428435,428435,15628,412808,428435,428435,428435,428435,439786
12022310080000,1713  COURTLAND AVE PARK RIDGE,11/06/2018,01831019114,530000,1,58180,417150,517793,647241,15628,631614,647241,647241,647241,647241,530421
12022310090000,1717  COURTLAND AVE PARK RIDGE,11/14/2018,01831818005,650000,1,58180,440100,470107,587634,15628,572006,587634,587634,587634,587634,650962
12022310100000,1721  COURTLAND AVE PARK RIDGE,,,,0,58180,493150,612246,765307,15628,749680,765307,765307,765307,765307,729482
12022310110000,1725  COURTLAND AVE PARK RIDGE,,,,0,58180,166230,395124,335855,15628,320228,335855,335855,335855,335855,299959
12022310120000,520  PETERSON AVE PARK RIDGE,,,,0,60510,210490,400489,340415,16253,324163,340415,340415,340415,340415,329124
12022310130000,1620 S CRESCENT AVE PARK RIDGE,08/18/2017,01723046021,320000,1,51400,205910,429530,365100,13806,351294,365100,365100,365100,365100,338260
12022310140000,1624 S CRESCENT AVE PARK RIDGE,,,,0,54680,167800,393258,334269,14688,319582,334269,334269,334269,334269,332902
12022310150000,1628 S CRESCENT AVE PARK RIDGE,,,,0,58180,342830,455980,490179,15628,474551,490179,490179,490179,490179,462237
12022310160000,1632 S CRESCENT AVE PARK RIDGE,,,,0,58180,163310,384910,327173,15628,311546,327173,327173,327173,327173,295249
12022310170000,1702 S CRESCENT AVE PARK RIDGE,,,,0,58180,245900,432142,367320,15628,351693,367320,367320,367320,367320,375549
12022310180000,1704 S CRESCENT AVE PARK RIDGE,,,,0,58180,224620,389239,340584,15628,324956,340584,340584,340584,340584,323899
12022310190000,1708 S CRESCENT AVE PARK RIDGE,,,,0,58180,248740,422153,411599,15628,395972,411599,411599,411599,411599,405313
12022310200000,1712 S CRESCENT AVE PARK RIDGE,,,,0,58180,458640,597035,746294,15628,730666,746294,746294,746294,746294,773369
12022310210000,1716 S CRESCENT AVE PARK RIDGE,,,,0,58180,508960,606125,757657,15628,742029,757657,757657,757657,757657,761020
12022310220000,1720 S CRESCENT AVE PARK RIDGE,,,,0,58180,212380,437138,371567,15628,355939,371567,371567,371567,371567,366367
12022310230000,1724 S CRESCENT AVE PARK RIDGE,,,,0,58180,205740,392582,333695,15628,318067,333695,333695,333695,333695,348943
12022310240000,500  PETERSON AVE PARK RIDGE,02/15/2018,01804615052,1,0,60510,190270,410585,348997,16253,332745,348997,348997,348997,348997,349389
12022320010000,1621 S CRESCENT AVE PARK RIDGE,,,,0,54690,161310,400235,340200,14690,325510,340200,340200,340200,340200,308418
12022320020000,1625 S CRESCENT AVE PARK RIDGE,,,,0,58180,386900,482284,602855,15628,587227,602855,602855,602855,602855,502402
12022320030000,1629 S CRESCENT AVE PARK RIDGE,,,,0,58180,167300,389039,330683,15628,315055,330683,330683,330683,330683,293589
12022320040000,1633 S CRESCENT AVE PARK RIDGE,,,,0,58180,193240,395778,336411,15628,320784,336411,336411,336411,336411,316161
12022320050000,1701 S CRESCENT AVE PARK RIDGE,,,,0,58180,510040,663283,829104,15628,813476,829104,829104,829104,829104,839557
12022320060000,1705 S CRESCENT AVE PARK RIDGE,,,,0,58180,169310,402946,342504,15628,326877,342504,342504,342504,342504,347018
12022320070000,1709 S CRESCENT AVE PARK RIDGE,12/21/2017,01735515076,348500,1,58180,196580,411318,349621,15628,333993,349621,349621,349621,349621,330797
12022320080000,1713 S CRESCENT AVE PARK RIDGE,,,,0,58180,246200,419678,356726,15628,341099,356726,356726,356726,356726,354992
12022320090000,1717 S CRESCENT AVE PARK RIDGE,,,,0,54680,179490,391422,332708,14688,318021,332708,332708,332708,332708,331104
12022320100000,1721 S CRESCENT AVE PARK RIDGE,04/26/2017,01711612074,424000,1,54680,289690,481344,493377,14688,478690,493377,493377,493377,493377,480568
12022320110000,1725 S CRESCENT AVE PARK RIDGE,,,,0,54680,222910,393751,383907,14688,369220,383907,383907,383907,383907,318165
12022320120000,400  PETERSON AVE PARK RIDGE,,,,0,56870,480880,611331,764163,15275,748888,764163,764163,764163,764163,839556
12022320130000,1620  VINE AVE PARK RIDGE,,,,0,54690,175450,409232,347847,14690,333158,347847,347847,347847,347847,339607
12022320140000,1624  VINE AVE PARK RIDGE,,,,0,58180,340290,475005,510631,15628,495003,510631,510631,510631,510631,453417
12022320150000,1628  VINE AVE PARK RIDGE,,,,0,58180,224050,412415,350552,15628,334925,350552,350552,350552,350552,345155
12022320160000,1632  VINE AVE PARK RIDGE,,,,0,58180,549370,609659,762073,15628,746446,762073,762073,762073,762073,747754
12022320170000,1700  VINE AVE PARK RIDGE,,,,0,58180,197520,423884,360302,15628,344674,360302,360302,360302,360302,373305
12022320180000,1704  VINE AVE PARK RIDGE,,,,0,58180,536140,592738,740923,15628,725295,740923,740923,740923,740923,744926
12022320190000,1708  VINE AVE PARK RIDGE,,,,0,58180,542050,650447,813059,15628,797431,813059,813059,813059,813059,758276
12022320200000,1712  VINE AVE PARK RIDGE,,,,0,58180,495580,621517,776896,15628,761268,776896,776896,776896,776896,814570
12022320210000,1716  VINE AVE PARK RIDGE,,,,0,54680,180750,394846,335620,14688,320932,335620,335620,335620,335620,309033
12022320220000,1720  VINE AVE PARK RIDGE,,,,0,54680,289400,462167,473721,14688,459033,473721,473721,473721,473721,444187
12022320230000,1724  VINE AVE PARK RIDGE,,,,0,54680,204860,429522,365094,14688,350406,365094,365094,365094,365094,334395
12022320240000,420  PETERSON AVE PARK RIDGE,,,,0,56870,249990,431155,366482,15275,351207,366482,366482,366482,366482,395173
12022330010000,1621  VINE AVE PARK RIDGE,,,,0,54690,399220,469765,587206,14690,572516,587206,587206,587206,587206,535325
12022330020000,1621  VINE AVE PARK RIDGE,,,,0,58180,0,367150,367150,15628,0,367150,367150,15628,15628,
12022330030000,1629  VINE AVE PARK RIDGE,,,,0,58180,299390,465596,453956,15628,438329,453956,453956,453956,453956,422162
12022330040000,1633  VINE AVE PARK RIDGE,,,,0,58180,298680,451124,439846,15628,424219,439846,439846,439846,439846,463828
12022330050000,1701  VINE AVE PARK RIDGE,,,,0,58180,472580,612504,765629,15628,750002,765629,765629,765629,765629,733739
12022330060000,1705  VINE AVE PARK RIDGE,,,,0,58180,226160,385601,337401,15628,321774,337401,337401,337401,337401,335249
12022330070000,1709  VINE AVE PARK RIDGE,12/13/2017,01734741015,805000,1,58180,554120,687928,859910,15628,844283,859910,859910,859910,859910,785738
12022330080000,1713  VINE AVE PARK RIDGE,,,,0,58180,466390,626376,782970,15628,767343,782970,782970,782970,782970,725693
12022330090000,1723  VINE AVE PARK RIDGE,,,,0,58180,258970,401604,391564,15628,375937,391564,391564,391564,391564,375592
12022330100000,1725  VINE AVE PARK RIDGE,,,,0,58180,244500,414858,363001,15628,347373,363001,363001,363001,363001,355527
12022330110000,1727  VINE AVE PARK RIDGE,,,,0,58180,413000,476301,595376,15628,579748,595376,595376,595376,595376,553460
12022330120000,350  PETERSON AVE PARK RIDGE,,,,0,60510,202600,390285,331743,16253,315490,331743,331743,331743,331743,333916
12022330130000,333  GLENLAKE AVE PARK RIDGE,,,,0,54690,158950,393921,334833,14690,320143,334833,334833,334833,334833,320869
12022330140000,1624 S ASHLAND AVE PARK RIDGE,,,,0,58180,200170,389548,331116,15628,315489,331116,331116,331116,331116,329383
12022330150000,1628 S ASHLAND AVE PARK RIDGE,05/09/2018,01812901175,855500,1,58180,455960,635305,794132,15628,778504,794132,794132,794132,794132,832865
12022330160000,1632 S ASHLAND AVE PARK RIDGE,,,,0,58180,465730,637663,797078,15628,781451,797078,797078,797078,797078,773338
12022330170000,1700 S ASHLAND AVE PARK RIDGE,,,,0,58180,146110,384958,327214,15628,311586,327214,327214,327214,327214,283039
12022330180000,1704 S ASHLAND AVE PARK RIDGE,,,,0,58180,166800,395271,335980,15628,320353,335980,335980,335980,335980,339466
12022330190000,1708 S ASHLAND AVE PARK RIDGE,,,,0,58180,303360,499314,486831,15628,471204,486831,486831,486831,486831,511915
12022330200000,1712 S ASHLAND AVE PARK RIDGE,,,,0,58180,514480,610928,763659,15628,748032,763659,763659,763659,763659,774222
12022330210000,1716 S ASHLAND AVE PARK RIDGE,,,,0,58180,198290,424389,360731,15628,345103,360731,360731,360731,360731,374926
12022330220000,1720 S ASHLAND AVE PARK RIDGE,,,,0,58180,626700,639545,799431,15628,783803,799431,799431,799431,799431,710621
12022330230000,1724 S ASHLAND AVE PARK RIDGE,,,,0,58180,181810,404853,344125,15628,328497,344125,344125,344125,344125,299275
12022330240000,330  PETERSON AVE PARK RIDGE,,,,0,60510,315990,457702,469144,16253,452891,469144,469144,469144,469144,465148
12022340010000,1621 S ASHLAND AVE PARK RIDGE,10/30/2017,01730312052,342500,1,54690,181410,412859,350930,14690,336241,350930,350930,350930,350930,330186
12022340020000,1625 S ASHLAND AVE PARK RIDGE,,,,0,58180,149980,387535,329404,15628,313777,329404,329404,329404,329404,322756
12022340030000,1627 S ASHLAND AVE PARK RIDGE,,,,0,58180,483590,537902,672378,15628,656750,672378,672378,672378,672378,616075
12022340040000,1633 S ASHLAND AVE PARK RIDGE,,,,0,58180,229100,377476,320854,15628,305227,320854,320854,320854,320854,295469
12022340050000,1701 S ASHLAND AVE PARK RIDGE,,,,0,58180,541460,600150,750187,15628,734560,750187,750187,750187,750187,764259
12022340060000,1705 S ASHLAND AVE PARK RIDGE,,,,0,58180,163490,382819,325396,15628,309768,325396,325396,325396,325396,290466
12022340070000,1709 S ASHLAND AVE PARK RIDGE,,,,0,58180,230140,398925,388952,15628,373324,388952,388952,388952,388952,385289
12022340080000,1713 S ASHLAND AVE PARK RIDGE,,,,0,58180,396000,520717,559771,15628,544143,559771,559771,559771,559771,512004
12022340090000,1717 S ASHLAND AVE PARK RIDGE,,,,0,58180,460530,576286,720358,15628,704730,720358,720358,720358,720358,722703
12022340100000,1721 S ASHLAND AVE PARK RIDGE,,,,0,58180,293710,440814,473875,15628,458248,473875,473875,473875,473875,447438
12022340110000,1725 S ASHLAND AVE PARK RIDGE,,,,0,58180,465140,576439,720548,15628,704921,720548,720548,720548,720548,690326
12114030210000,8150 W WINNEMAC AVE NORRIDGE,,,,0,97530,132040,316503,308590,24641,283949,308590,308590,308590,308590,269628
12022340120000,312  PETERSON AVE PARK RIDGE,,,,0,60510,207810,413750,351688,16253,335435,351688,351688,351688,351688,356323
12022340130000,1620 S WASHINGTON AVE PARK RIDGE,05/01/2017,01712104021,291000,1,54690,207370,419913,356926,14690,342236,356926,356926,356926,356926,323261
12022340140000,1624 S WASHINGTON AVE PARK RIDGE,,,,0,58180,340890,683552,854440,15628,838813,854440,854440,854440,854440,785902
12022340170000,1700 S WASHINGTON AVE PARK RIDGE,07/18/2017,01719949025,300000,1,58180,203020,392559,382745,15628,367118,382745,382745,382745,382745,372269
12022340180000,1704 S WASHINGTON AVE PARK RIDGE,,,,0,58180,158540,383170,325694,15628,310067,325694,325694,325694,325694,276347
12022340190000,1708 S WASHINGTON AVE PARK RIDGE,,,,0,58180,163330,386246,328309,15628,312682,328309,328309,328309,328309,265746
12022340200000,1712 S WASHINGTON AVE PARK RIDGE,,,,0,58180,243770,403857,403857,15628,388229,403857,403857,403857,403857,403150
12022340210000,1716 S WASHINGTON AVE PARK RIDGE,,,,0,58180,153270,386504,328528,15628,312901,328528,328528,328528,328528,293082
12022340220000,1720 S WASHINGTON AVE PARK RIDGE,,,,0,58180,170430,386246,328309,15628,312682,328309,328309,328309,328309,297087
12022340230000,1724 S WASHINGTON AVE PARK RIDGE,,,,0,58180,207090,430134,365614,15628,349986,365614,365614,365614,365614,333656
12022340240000,300  PETERSON AVE PARK RIDGE,,,,0,60510,300160,455028,466404,16253,450152,466404,466404,466404,466404,461403
12022340260000,1628 S WASHINGTON AVE PARK RIDGE,,,,0,58180,281490,445815,434669,15628,419042,434669,434669,434669,434669,427700
12022340270000,1630 S WASHINGTON AVE PARK RIDGE,,,,0,58180,251080,563206,704008,15628,688381,704008,704008,704008,704008,648141
12024000200000,1808  BROPHY AVE PARK RIDGE,06/05/2018,01815606120,1,0,65620,149040,378857,322028,17625,304403,322028,322028,322028,322028,273374
12024000210000,1812  BROPHY AVE PARK RIDGE,,,,0,65620,196450,389475,331054,17625,313429,331054,331054,331054,331054,317552
12024000220000,1816  BROPHY AVE PARK RIDGE,,,,0,65620,333450,469614,504835,17625,487210,504835,504835,504835,504835,435587
12024000230000,1820  BROPHY AVE PARK RIDGE,,,,0,65620,239820,423699,360144,17625,342519,360144,360144,360144,360144,377360
12024000240000,1824  BROPHY AVE PARK RIDGE,,,,0,65620,447990,533267,573262,17625,555637,573262,573262,573262,573262,565735
12024000250000,1828  BROPHY AVE PARK RIDGE,,,,0,65620,527450,667125,833906,17625,816281,833906,833906,833906,833906,816049
12024000260000,1900  BROPHY AVE PARK RIDGE,08/04/2017,01721639032,1,0,65620,243750,395788,385893,17625,368268,385893,385893,385893,385893,369653
12024000270000,1904  BROPHY AVE PARK RIDGE,10/17/2018,01829019130,255000,1,65620,165990,388585,330298,17625,312673,330298,330298,330298,330298,292850
12024000280000,1908  BROPHY AVE PARK RIDGE,,,,0,89290,152690,400130,340111,23982,316129,340111,340111,340111,340111,301446
12024000430000,1811 S CUMBERLAND AVE PARK RIDGE,08/17/2017,01722917068,320000,1,63980,193610,381625,324381,17186,307195,324381,324381,324381,324381,311285
12024000440000,1813 S CUMBERLAND AVE PARK RIDGE,,,,0,63980,148910,411739,349978,17186,332793,349978,349978,349978,349978,342230
12024000450000,1815 S CUMBERLAND AVE PARK RIDGE,,,,0,63980,203620,393815,334743,17186,317557,334743,334743,334743,334743,330741
12024000460000,1821 S CUMBERLAND AVE PARK RIDGE,,,,0,63980,206580,397551,337918,17186,320733,337918,337918,337918,337918,340591
12024000480000,1901 S CUMBERLAND AVE PARK RIDGE,,,,0,55020,172640,356976,240959,14779,226180,240959,240959,240959,240959,240579
12024000500000,1801 S CUMBERLAND AVE PARK RIDGE,,,,0,59060,237910,421615,358373,15862,342511,358373,358373,358373,358373,368553
12024000510000,1805 S CUMBERLAND AVE PARK RIDGE,,,,0,59060,210780,410804,349184,15862,333321,349184,349184,349184,349184,342842
12024000520000,1800  BROPHY AVE PARK RIDGE,,,,0,64310,287850,433238,379084,17272,361811,379084,379084,379084,379084,373318
12024000530000,1804  BROPHY AVE PARK RIDGE,,,,0,66930,190900,384187,326559,17978,308582,326559,326559,326559,326559,326106
12024000560000,1825 S CUMBERLAND AVE PARK RIDGE,,,,0,59290,234750,406149,355380,15924,339456,355380,355380,355380,355380,349456
12024000570000,1831 S CUMBERLAND AVE PARK RIDGE,,,,0,58010,179810,364734,246195,15580,230615,246195,246195,246195,246195,254120
12024010010000,1801  BROPHY AVE PARK RIDGE,08/31/2017,01724329059,251000,1,54680,166670,386472,328501,14688,313813,328501,328501,328501,328501,281568
12024010020000,1805  BROPHY AVE PARK RIDGE,,,,0,54680,169970,390682,332079,14688,317392,332079,332079,332079,332079,288310
12024010030000,1809  BROPHY AVE PARK RIDGE,,,,0,54680,208210,404063,343453,14688,328766,343453,343453,343453,343453,346808
12024010040000,1813  BROPHY AVE PARK RIDGE,,,,0,54680,185380,400065,340056,14688,325368,340056,340056,340056,340056,277804
12024010050000,1817  BROPHY AVE PARK RIDGE,,,,0,54680,193340,405413,344601,14688,329913,344601,344601,344601,344601,320553
12024010060000,1821  BROPHY AVE PARK RIDGE,,,,0,54680,462640,568057,710072,14688,695384,710072,710072,710072,710072,669264
12024010070000,1825  BROPHY AVE PARK RIDGE,,,,0,54680,187010,395954,336561,14688,321874,336561,336561,336561,336561,293442
